130001	東京都議会	asp.db-search.com	http://asp.db-search.com/tokyo/
131016	千代田区	asp.db-search.com	http://asp.db-search.com/chiyoda/dsweb.cgi/
131024	中央区	www.kugikai.city.chuo.lg.jp	http://www.kugikai.city.chuo.lg.jp/kaigiroku/index.html
131032	港区	asp.db-search.com	http://asp.db-search.com/minatokugikai/dsweb.cgi/
131041	新宿区	www.kaigiroku.net	http://www.kaigiroku.net/kensaku/shinjuku/shinjuku.html
131059	文京区	www.db-search.com	http://www.db-search.com/bunkyo/index.php/
131067	台東区	taito.gijiroku.com	http://taito.gijiroku.com/voices/index.asp
131075	墨田区	www.kaigiroku.net	http://www.kaigiroku.net/kensaku/sumida/sumida.html
131083	江東区	asp.db-search.com	http://asp.db-search.com/koto/
131091	品川区	asp.db-search.com	http://asp.db-search.com/shinagawa/dsweb.cgi/
131105	目黒区	www.kensakusystem.jp	http://www.kensakusystem.jp/meguro/sapphire.html
131113	大田区	www.gikai-ota-tokyo.jp	http://www.gikai-ota-tokyo.jp/ota/index2.html
131121	世田谷区	kugi.city.setagaya.tokyo.jp	http://kugi.city.setagaya.tokyo.jp/voices/
131130	渋谷区	www.kaigiroku.net	http://www.kaigiroku.net/kensaku/shibuya/shibuya.html
131148	中野区	kugikai-nakano.jp	http://kugikai-nakano.jp/search_itiran.html
131156	杉並区	suginami.gijiroku.com	http://suginami.gijiroku.com/voices/index.asp
131164	豊島区	www.kensakusystem.jp	http://www.kensakusystem.jp/toshima/
131172	北区	www.kaigiroku.net	http://www.kaigiroku.net/kensaku/kita/kita.html
131181	荒川区	www.kaigiroku.net	http://www.kaigiroku.net/arakawa/arakawa.html,https://www.city.arakawa.tokyo.jp/kugikai/cgi/kensaku/wwwsrch/wwwsrch.htm
131199	板橋区	asp.db-search.com	http://asp.db-search.com/itabashi/
131202	練馬区	www.kaigiroku.net	http://www.kaigiroku.net/kensaku/cgi-bin/WWWframeBase.exe?A=frameBase_etu&USR=tokners&PWD=&L=1&S=31&Y=
131211	足立区	gijiroku.gikai-adachi.jp	http://gijiroku.gikai-adachi.jp/voices/index.asp
131229	葛飾区	www.kensakusystem.jp	http://www.kensakusystem.jp/katsushika/sapphire.html
131237	江戸川区	www.gikai.city.edogawa.tokyo.jp	http://www.gikai.city.edogawa.tokyo.jp/voices/g08v_search.asp
132012	八王子市	asp.db-search.com	http://asp.db-search.com/hachioji-c/dsweb.cgi/
