fiscal_year,direction,fund_code,fund_label,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,name_source,master_kan_code,master_kan_name,master_kou_code,master_kou_name,master_kind,master_basis
2025,expenditure,"",一般会計,1,議会費,1,議会費,1,議会費,statement-pdf,1,議会費,1,議会費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,1,一般管理費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,2,文書管理費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,3,広報広聴費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,4,財政管理費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,5,会計管理費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,6,財産管理費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,7,車両管理費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,8,企画調整費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,9,住居表示費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,10,交通安全対策費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,11,基地対策費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,12,情報システム管理費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,13,自転車対策費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,14,地域振興費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,15,市民総合交流拠点施設費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,16,松原町コミュニティセンター費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,1,総務管理費,17,男女共同参画センター費,statement-pdf,2,総務費,1,総務管理費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,2,徴税費,1,税務総務費,statement-pdf,2,総務費,2,徴税費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,2,徴税費,2,賦課徴収費,statement-pdf,2,総務費,2,徴税費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
2025,expenditure,"",一般会計,2,総務費,3,戸籍住民基本台帳費,1,戸籍住民基本台帳費,statement-pdf,2,総務費,3,戸籍住民基本台帳費,map,項の名称がマスタと完全一致（款は account_map の対応を介す）
